,geolocation_zip_code_prefix,latitude,longitude
8664300,29906,-19.356600313928475,-40.05732806395408
8664571,29941,-18.72283980576108,-39.845949230284674
8664643,29936,-18.730462500000005,-39.84566399999999
8665981,29943,-18.718674986379657,-39.89750449399215
8669033,29918,-19.39172700347962,-40.061084501159854
8672119,29913,-19.40826599999999,-40.064600250000005
8676910,30150,-19.92214631334759,-43.92783530223908
8676959,30120,-19.91953334886612,-43.93684688980902
8676971,30112,-19.93779686343708,-43.93511809270582
8676982,30180,-19.926141851520523,-43.93684827200066
8677050,30140,-19.93647134886613,-43.92639691534425
8677231,30170,-19.92449229586244,-43.947039608806
8677346,30110,-19.934404971983277,-43.95139830183506
8677473,30130,-19.938406212043407,-43.93702206884405
8677537,30190,-19.921126734952896,-43.94119674937962
8677638,30160,-19.921360484044065,-43.93920564986445
8685293,30111,-19.91624655709342,-43.93623364096637
8873060,30290,-19.91957605329214,-43.87949678296492
8873070,30285,-19.91536512294426,-43.89890719539499
8873095,30220,-19.942447820416717,-43.91448426755726
8873127,30260,-19.92439678489817,-43.91167581141436
8873146,30280,-19.91108456454373,-43.903701517626295
8873152,30240,-19.92416706994057,-43.91647950666509
8873529,30295,-19.91222323130401,-43.87804546638037
8873656,30230,-19.939705074785014,-43.90862671564922
8873770,30270,-19.92468463835193,-43.90432264946042
8874264,30250,-19.934471144303664,-43.90885305958581
8874576,30210,-19.949190339431063,-43.91703689993658
8876016,30286,-19.904877000000003,-43.88928525000001
8903150,30330,-19.941373330284467,-43.93759243297362
8903183,30350,-19.944623503750908,-43.945072637803655
8903219,30360,-19.970675379040948,-43.94943265763813
8903239,30320,-19.95954610294896,-43.93549305303234
8903327,30380,-19.950113421576656,-43.95583838718328
8903572,30310,-19.941422270327216,-43.932338543308816
8904063,30315,-19.95455748237063,-43.93409969455826
8904955,30390,-19.99530057591318,-43.96543327837731
8907896,30335,-19.947131521899543,-43.920072533294665
9010315,30441,-19.935201059120523,-43.9567957307693
9010411,30431,-19.946082656673784,-43.96674583291018
9010452,30421,-19.939688821541896,-43.97533764669048
9010540,30493,-19.972561368313173,-43.96531782252284
9010551,30411,-19.92159682447856,-43.95817411951201
9010627,30494,-19.95661690748416,-43.968436347881045
9010883,30492,-19.96962458174156,-43.9679218713716
9011267,30451,-20.01132687340785,-44.01888537725837
9012037,30455,-19.969375402909787,-43.962869692542206
9082070,30550,-19.93977,-43.97883525
9082079,30520,-19.94290708159733,-44.020034873997325
9082099,30575,-19.97007559893824,-43.97959527560735
9082201,30525,-19.934072905909183,-44.01298733458364
9082208,30510,-19.936532525391,-43.992319064400654
9082325,30535,-19.92617665751052,-43.9900225881182
9082357,30512,-19.945381432136905,-44.00017368261305
9082473,30516,-19.954340570633057,-43.98677951762936
9082481,30532,-19.943549465173945,-44.00578954120269
9082586,30580,-19.95806146849216,-43.98571701122408
9082705,30530,-19.928905082982308,-43.99811505412885
9082715,30570,-19.958089201771624,-43.9755311729182
9082820,30518,-19.95213219697293,-44.00444799822404
9082958,30514,-19.952915133504494,-43.99165170275258
9083163,30590,-19.959420896159056,-43.99403431465482
9084579,30555,-19.95278244962204,-43.97732281888751
9137942,30640,-19.977266817935217,-44.030220762565605
9137961,30660,-19.98399904758839,-44.0325732470056
9137977,30664,-20.00937843130018,-44.0342336888741
9138002,30690,-19.979845234819173,-44.05782186225846
9138009,30622,-19.98729548014893,-43.98983533291021
9138012,30662,-19.989975007213356,-44.03951266042471
9138045,30610,-19.97308321204341,-43.993915281435726
9138073,30672,-19.90048618619375,-43.985055952458026
9138164,30670,-20.005392719401,-44.02125420231988
9138174,30620,-19.97683947121829,-44.00208279362338
9138199,30626,-20.00554148626576,-44.01389665445209
9138230,30692,-19.981843055786783,-44.056511561047486
9138266,30666,-20.009416819320187,-44.03925166610885
9138345,30668,-20.009132643632054,-44.029839965173935
9138351,30624,-19.99903203442203,-44.00051765098964
9138380,30642,-19.981628162906198,-44.01207688856828
9138660,30644,-19.992687872612336,-44.01955292353855
9138671,30628,-20.00829134886613,-44.0040272267586
9138981,30627,-19.994171239511868,-44.02121935873389
9160909,30730,-19.91627671106245,-43.9842988447112
9160939,30720,-19.91802549653755,-43.97613252844943
9160967,30770,-19.911644308904183,-43.97292042423106
9161014,30710,-19.913521316406,-43.95735564265109
9161108,30775,-19.901055813491816,-43.97429969302907
9162169,30750,-19.89328670774424,-43.97195292532757
9183267,30860,-19.90656305912052,-44.01012226923069
9183270,30865,-19.918383328611025,-44.02052053981771
9183275,30870,-19.90767006939231,-44.00748306939231
9183288,30840,-19.891079580904844,-43.99423022788376
9183338,30882,-19.885567704137557,-44.00816196779967
9183357,30880,-19.905684443245395,-44.02139865113387
9183382,30830,-19.90179566778229,-44.00424794061967
9183400,30820,-19.9085515567546,-43.99610515805876
9183510,30881,-19.89792339494492,-44.01900337330481
9183701,30850,-19.91690663641869,-44.00258750903103
9183715,30855,-19.862088971151767,-44.016051412547625
9183816,30810,-19.902939296150898,-43.988673262709824
9201387,31050,-19.900238441628133,-43.903489639426446
9201397,31035,-19.897675641051563,-43.92073141014801
9201427,31010,-19.917625059698125,-43.91323566831868
9201453,31030,-19.907108245080448,-43.91966546502971
9201486,31070,-19.887380574792505,-43.89661243917136
9201565,31015,-19.9094872739339,-43.9275164141035
9201626,31060,-19.89411305190717,-43.909105945322864
9201660,31080,-19.885757867332217,-43.90770410407414
9233659,31140,-19.892338512349244,-43.9326199797449
9233691,31170,-19.881438098245752,-43.91679121149515
9233731,31155,-19.872731168474772,-43.944876780599
9233769,31130,-19.885618959201334,-43.93859494364943
9233841,31110,-19.89912054094289,-43.9404121305903
9233899,31150,-19.87553457706714,-43.94176194140331
9234042,31160,-19.8824409955566,-43.92902237968148
9283519,31275,-19.8566927082925,-43.9760083297362
9283530,31250,-19.8888197529863,-43.96214189731085
9283539,31270,-19.8530362758958,-43.95277064446877
9283587,31210,-19.90714902346989,-43.95579553683124
9283623,31230,-19.90514649708581,-43.95631225047614
9283697,31260,-19.867166072180638,-43.93513434043602
9283832,31255,-19.878513898894187,-43.95694702879617
9284761,31235,-19.89371385706044,-43.95763641257429
9311918,31330,-19.87964344047544,-44.003708868313176
9312062,31340,-19.85284231244068,-43.98751965994399
9312075,31320,-19.88015521510183,-43.98396787691152
9312127,31370,-20.005482037480448,-44.01852633166945
9312287,31310,-19.875867454065443,-43.98278199806675
9312323,31365,-19.85564348987244,-44.010183594494826
9312388,31360,-19.874688003058424,-44.008176504991646
9340679,31510,-19.811416212591677,-43.968963237030366
9340686,31515,-19.82150921426511,-43.96683064016958
9340706,31525,-19.821438953372944,-43.97517235261704
9340721,31580,-19.81661762585845,-43.99762518359399
9340727,31560,-19.841515899532546,-43.97289771550586
9340742,31550,-19.835976771308168,-43.99160833181368
9340751,31540,-19.83325664556529,-43.987256758814674
9340785,31585,-19.823465999999947,-44.00251549999996
9340807,31535,-19.815080122684456,-43.97707954524207
9340841,31545,-19.8379260903476,-44.00705499636726
9340844,31520,-19.815697665012323,-43.9753305807606
9340905,31570,-19.81011863229108,-43.98472732006267
9340909,31530,-19.82037054203942,-43.98181463543774
9340974,31555,-19.84506185844542,-43.98466346448144
9340985,31578,-19.80791248819901,-44.000379712735885
9341154,31565,-19.830921338882806,-43.96358122785512
9341468,31573,-19.809042328611024,-43.99006964195861
9341491,31575,-19.80786198695825,-43.99392319178832
9362388,31660,-19.802646503462444,-43.98568230391251
9362391,31655,-19.793884069826863,-43.98970412264471
9362398,31630,-19.794375502914196,-43.95435377601137
9362403,31620,-19.804987561746263,-43.96923453136361
9362419,31615,-19.803895418806704,-43.962298019158574
9362451,31610,-19.81405888037396,-43.95821615251886
9362453,31680,-19.80178846378896,-43.99604119900167
9362464,31640,-19.795419,-43.9709445
9362552,31650,-19.791956556206337,-43.96789901096426
9362679,31652,-19.789130797939904,-43.975797925067766
9366859,31720,-19.828081277829032,-43.95874393658031
9366879,31741,-19.8474651033948,-43.94897700565801
9366895,31748,-19.79768909694483,-43.93419895512006
9366905,31744,-19.81150197945644,-43.94314334776961
9366978,31710,-19.843708202868147,-43.95899630890419
9367006,31742,-19.934353008166628,-43.91592032217033
9367024,31730,-19.831098006665105,-43.94652358104908
9367421,31749,-19.795012207888465,-43.9470822470137
9367682,31746,-19.8090405,-43.932006
9382866,31844,-19.836890499647936,-43.91622823669364
9382874,31812,-19.850249881210686,-43.931655733827725
9382878,31872,-19.814615571181317,-43.89422217248548
9382886,31846,-19.83940669386577,-43.91243130446079
9382887,31814,-19.86128531082074,-43.92610114361865
9382903,31840,-19.8395943624848,-43.93112738467313
9382920,31810,-19.85389462003007,-43.927915814184296
9382924,31870,-19.83964707438397,-43.904385156818016
9382942,31842,-19.840168078827364,-43.92329932223438
9383106,31845,-19.93974507438397,-43.992697343181966
9387486,31995,-19.842759000000004,-43.89297975
9387493,31990,-19.854201939494487,-43.89206198320736
9387504,31920,-19.8780710718738,-43.91303661434592
9387518,31985,-19.854629140717854,-43.910470749379634
9387585,31910,-19.865544862340563,-43.92052843242536
9387612,31960,-19.860862945871137,-43.90399598779497
9387613,31930,-19.85054756671417,-43.90399965691794
9387671,31980,-19.855790507905848,-43.91751730515326
9387679,31970,-19.85421902303084,-43.88230614036896
9387846,31950,-19.86247705744709,-43.89710791840267
9387973,31975,-19.849586867474528,-43.88560434538695
9396686,32041,-19.914063847840072,-44.07076715589755
9396695,32040,-19.91676365397662,-44.07284081323001
9396704,32044,-19.904771416023824,-44.09296753724
9396708,32072,-19.931023136622372,-44.11251938931954
9396715,32071,-19.91863353103488,-44.12676179965647
9396734,32013,-19.931008601177325,-44.08770705040729
9396756,32070,-19.88852473277913,-44.08136349469984
9396764,32050,-19.83178058505065,-44.15214545360349
9396777,32073,-19.93329324324747,-44.12271422509215
9396827,32010,-19.940393531428462,-44.06063257014001
9396849,32015,-19.91871268595304,-44.09504181961618
9396860,32042,-19.919781486413424,-44.097996716818784
9396977,32043,-19.901327919435666,-44.08604106106765
9396981,32017,-19.91702329287979,-44.085461757069005
9397410,32060,-19.888380625526526,-44.102402591115855
9407281,32143,-19.901759733521697,-44.10606278846021
9407290,32110,-19.88575709625392,-44.01809003760589
9407301,32140,-19.893454436332657,-44.03400171616229
9407338,32115,-19.893504399076264,-44.02745838166273
9407351,32113,-19.8770809513602,-44.02034784916012
9407381,32185,-19.849882697848685,-44.02029046658248
9407395,32141,-19.92080701624467,-44.03610238676335
9407408,32183,-19.855956120177968,-44.0274159746832
9407473,32187,-19.83226136265652,-44.02163614106123
9407498,32146,-19.877812277175305,-44.04097120754802
9407526,32145,-19.87394833742732,-44.0478362156856
9407627,32180,-19.86613222598972,-44.02388988644902
9407931,32186,-19.84391350859577,-44.02164402383141
9408857,32150,-19.88907386936364,-44.05417742776694
9416733,32241,-19.970246474757243,-44.06128882747794
9416751,32280,-19.9436908647076,-44.06152591958379
9416771,32240,-19.973247970932068,-44.04300362581713
9416782,32260,-19.95991559942468,-44.03863273842622
9416908,32215,-19.969381231733696,-44.01729447178438
9416910,32235,-19.979270446614127,-44.03918062887016
9416934,32210,-19.95289717247436,-44.030729447633405
9416946,32223,-19.961705515303528,-44.03523933054409
9416970,32220,-19.97212671313913,-44.0252807766837
9417045,32265,-19.956015715958635,-44.04703375856397
9417142,32230,-19.9795017642867,-44.04060172131555
9417156,32285,-19.87185789493908,-44.08224247519711
9417223,32242,-19.9755304744941,-44.06328898211368
9417284,32250,-19.967816999999947,-44.04803299999995
9430732,32340,-19.941404251691264,-44.05601847637001
9430749,32342,-19.915445066591037,-44.033190549985896
9430804,32341,-19.934105134575645,-44.058949745074095
9430832,32315,-19.946047667913017,-44.03358192802733
9430902,32371,-19.930154461955823,-44.03357438958109
9430944,32310,-19.944519773919623,-44.03388528779314
9431124,32370,-19.9324459711404,-44.02778755015033
9431544,32372,-19.92889941209888,-44.026109375532336
9439990,32450,-20.042973537462803,-44.14431790817472
9440008,32470,-20.054065910025223,-44.18792699581915
9440050,32415,-20.018415861881373,-44.09108560538193
9440059,32400,-20.024982296605383,-44.055840985040376
9440070,32420,-19.97955720578404,-44.06441265483941
9440101,32425,-19.99881493904085,-44.06120361158952
9440105,32432,-19.99924018264073,-44.09206331444616
9440154,32412,-20.037477338007967,-44.06988620084692
9440157,32421,-20.0164078904238,-44.12113141795802
9440244,32423,-20.0003024429572,-44.07285318471197
9440247,32430,-19.99634877966948,-44.07227260623799
9440280,32404,-20.0061045919292,-44.04640854552365
9440308,32405,-20.02529489052474,-44.03931198165561
9441009,32410,-20.042603969127853,-44.05280403087215
9441042,32431,-20.000204999999998,-44.080312500000005
9441142,32407,-20.003604122714183,-44.11655370372964
9441604,32419,-19.994611702300627,-44.06050944889685
9446221,32605,-19.933621491257423,-44.18191702039934
9446225,32661,-19.984264616711847,-44.15175635997464
9446228,32677,-19.941877521944868,-44.11327370697121
9446233,32676,-19.95051350597261,-44.14049886871721
9446253,32672,-19.92491906303673,-44.16694140448337
9446266,32656,-19.97888014432453,-44.18726096142304
9446267,32600,-19.98061438856828,-44.20279968151653
9446284,32655,-19.96723491194755,-44.17741779771462
9446290,32641,-20.02886799961171,-44.23063506625479
9446371,32623,-19.919812054677124,-44.27652976103638
9446377,32604,-19.95866259017359,-44.19878943272789
9446406,32681,-19.94839885206877,-44.11638429586245
9446410,32685,-19.94963235359381,-44.10076629148527
9446415,32602,-19.947786333645723,-44.179283308405566
9446417,32670,-19.94861206494891,-44.16252047002138
9446437,32665,-19.971795701248304,-44.141152598769615
9446457,32606,-19.945696526227707,-44.20447999417161
9446467,32689,-19.943827418258437,-44.07807686386978
9446468,32667,-19.96247368942237,-44.13869753788447
9446545,32675,-19.93876718595992,-44.14012235068381
9446597,32653,-19.929593818483472,-44.17974510268915
9446598,32668,-19.981131087425712,-44.14232395628713
9446697,32671,-19.946324896129045,-44.11322099973989
9446704,32684,-19.951835605603343,-44.10432771135092
9446853,32678,-19.931357672407383,-44.10148914476319
9446861,32657,-20.005903833198648,-44.1727562463212
9446912,32673,-19.940290376074785,-44.16678999500834
9446918,32611,-19.859018919787648,-44.15551948098565
9447300,32603,-19.96359936052289,-44.20588561241267
9447991,32659,-19.99892843519532,-44.13491787261235
9448693,32642,-20.020645204830043,-44.22390430460502
9448873,32639,-20.027613975524485,-44.23602350815929
9449377,32669,-19.959213523868858,-44.12861350067101
9458986,32616,-19.940885586309644,-44.25627921445654
9466685,32900,-20.07067041023543,-44.30038244083437
9466712,32920,-20.054675268829502,-44.265283684524256
9469279,33045,-19.754716970157087,-43.88310218117166
9469282,33015,-19.763735654477216,-43.84743536468751
9469286,33010,-19.770055460138572,-43.85146163162795
9469297,33030,-19.78407691318338,-43.92964052626267
9469307,33060,-21.78800081831189,-43.34306787782021
9469313,33040,-19.783642243391377,-43.87459539290128
9469315,33035,-19.765223296887573,-43.8662920462471
9469354,33025,-19.76732689042165,-43.84340109296373
9469411,33080,-19.820014513528548,-43.83030225884891
9469416,33020,-19.75658206104723,-43.83501080061789
9469612,33065,-19.77234300209413,-43.83281370971884
9469735,33016,-19.756787404964967,-43.85469667299016
9469765,33082,-19.825817109220576,-43.83174988480986
9471145,33140,-19.773876605304032,-43.92622968614072
9471150,33110,-19.782800287762203,-43.917842133512025
9471155,33125,-19.791047556323957,-43.93994054762264
9471171,33120,-19.788153285554717,-43.92950074388953
9471179,33145,-19.770113638204407,-43.92922926560554
9471225,33115,-19.794381412345142,-43.91316928751721
9471234,33130,-19.78237026139532,-43.93710355750176
9471262,33172,-19.776982499999992,-43.89436125
9471286,33105,-19.78178890856463,-43.9287375663723
9471302,33113,-19.822885864947438,-43.83217979957775
9471413,33170,-19.788485987347126,-43.90285938620266
9474109,33200,-19.755283922647653,-43.94895032392866
9494486,33350,-19.69687998667802,-43.95746358594992
9495302,33400,-19.5921849600698,-43.90098205233704
9525694,33500,-19.62981215025736,-43.9923366753093
9525731,33600,-19.652292291953287,-44.056767929538886
9540771,33820,-19.771424880321003,-44.12858666111042
9540777,33823,-19.76568548999484,-44.140885226865976
9540780,33860,-19.771397161809688,-44.06948103136361
9540791,33855,-19.756505870390644,-44.07255925714124
9540799,33822,-19.81155749999993,-44.067096213999946
9540805,33805,-19.773020999999947,-44.08090549999997
9540814,33880,-19.773702858733877,-44.085055578683125
9540822,33825,-19.78136498344216,-44.0673669708198
9540825,33858,-19.75765134387447,-44.08400468497898
9540826,33840,-19.7443007837506,-44.092729810059474
9540849,33821,-19.758646927097494,-44.16255573047865
9540959,33861,-19.776713717145853,-44.07185109704091
9541198,33833,-19.744340050233724,-44.13573410713255
9541627,33841,-19.734579271976788,-44.0723826840696
9542726,33920,-19.78437243217309,-44.022216549249904
9542729,33933,-19.787683860955585,-44.01087722799933
9542735,33930,-19.757171999999947,-44.161131499999954
9542743,33925,-19.77622318270774,-43.99194907558397
9542762,33980,-19.66216163717186,-43.69174985958121
9542764,33900,-19.761093569356973,-44.08167997352053
9542776,33913,-19.779029422913744,-44.0229254812176
9542790,33902,-19.796860277829044,-44.00988928642738
9542833,33937,-19.759653969444336,-44.14509269058851
9542836,33938,-19.836179245628717,-44.03855327601138
9542901,33903,-19.796714088810685,-44.0279771076808
9542951,33943,-19.805776157437,-44.01732103235708
9542967,33935,-19.80943567882035,-44.01201342482576
9545450,34000,-19.991665295170066,-43.92964786837783
9545459,34007,-20.06395202496248,-43.98103705032156
9545468,34018,-20.104533521529728,-43.9305976747518
9545475,34006,-19.984916225972547,-43.94683283226102
9545523,34003,-19.987111307202653,-43.864415126814514
9545623,34002,-19.9972947150353,-43.84902217493977
9545777,34004,-19.994602561506863,-43.8883942701527
9545785,34012,-20.024391972702404,-43.82237654520721
9545841,34009,-20.065198998170462,-43.936872580199655
9546121,34001,-19.989306206863183,-43.85077859693365
9546198,34011,-20.11881569499484,-43.96581793248194
9546399,34015,-20.104320242447496,-43.93062969170595
9546476,34008,-20.008016999999995,-43.92919089632283
9558329,34300,-20.08063438153295,-43.79069303328807
9558929,34400,-19.963194866658423,-43.81129630543794
9559842,34525,-19.9021411367291,-43.815263757530296
9559846,34585,-19.886497118571203,-43.85203057628576
9559848,34535,-19.912092663029384,-43.82443292710626
9559850,34515,-19.887662061038345,-43.79814376599503
9559860,34505,-19.886213162755983,-43.809948000000006
9559873,34580,-19.88700818337283,-43.84907364264394
9559938,34590,-19.880080279571573,-43.86089765033582
9559940,34545,-19.89185958641164,-43.831602078980936
9561064,34650,-19.86853646600826,-43.89453494074437
9561066,34600,-19.862833868691293,-43.85726075973933
9561323,34700,-19.879165651244893,-43.89606843771793
9561325,34710,-19.87728758806303,-43.90111534483172
9561352,34740,-19.728929999999963,-43.75985499999996
9561474,34720,-19.84189776177038,-43.8645808345092
9562314,34800,-19.883520408537528,-43.66933297389486
9570630,34940,-19.960277030532666,-43.694252481961534
9570633,35051,-18.873519360519715,-41.96920602047174
9570638,35010,-18.85822999288047,-41.95041011170687
9570669,35060,-18.85874984306509,-41.97773991619799
9570672,35032,-18.87187599180023,-41.96017180764623
9570686,35020,-18.866806178364502,-41.94052973019697
9570772,35059,-18.85636321538988,-41.98174154357044
9570806,35030,-18.87478299667247,-41.95545257724061
9570813,35040,-18.91074643471513,-41.99272812082771
9570885,35044,-18.88399299147265,-41.94164231133389
9570909,35042,-18.912942888999964,-41.94861999999995
9570910,35054,-18.843540618977435,-41.997147408697984
9570975,35041,-18.892159876932304,-41.95273608832108
9570993,35053,-18.86520721004412,-41.96855586266346
9571002,35052,-18.84097588074089,-41.945162039668624
9571069,35024,-18.83022468567301,-41.90213246280491
9571165,35050,-18.88268750122737,-41.96944215072953
9571273,35065,-18.84625369334116,-41.96378135463655
9571344,35057,-18.84144909699821,-41.96259175851705
9571414,35063,-18.831928260999973,-41.96619999999996
9571443,35043,-18.89399795667737,-41.94677567730479
9571728,35012,-18.8596458127019,-41.95574573491773
9571988,35022,-18.83772581426553,-41.89320291347046
9572072,35058,-18.844719791790425,-41.9502018259096
9573901,35064,-18.84322525208539,-41.936897682375545
9592147,35180,-19.54373077737746,-42.651621091858686
9592173,35170,-19.50664329902649,-42.630873484496206
9592198,35164,-19.4609515387212,-42.525487901061766
9592233,35181,-19.532680367546888,-42.61524564443226
9592387,35120,-19.17145995800582,-41.86468868452949
9592391,35162,-19.4780955431646,-42.55679483097696
9592483,35114,-18.35475698720655,-41.59430750238932
9592703,35112,-18.55304278057973,-41.91120737260259
9592708,35182,-19.57988226206472,-42.64592409589202
9592718,35138,-18.95538519185513,-41.95752750724665
9592746,35140,-19.283080041857996,-42.002124185436
9593096,35160,-19.50523742384614,-42.57176378313765
9593138,35171,-19.530799658011595,-42.57080612305797
9593244,35184,-19.53353872883878,-42.666891671164805
9593251,35198,-19.41090481717707,-42.41846537530112
9593697,35199,-19.60909039049707,-42.29947741430099
9593943,35179,-19.45515459535982,-42.53231121006311
9594049,35116,-22.78648367990545,-43.42152888758218
9594050,35190,-19.435928208105217,-42.2195446348165
9594076,35148,-19.39714585193577,-42.11477436908388
9594949,35115,-18.508732012996177,-42.0809635352128
9595405,35147,-19.90222920897032,-43.99422191212101
9595534,35123,-19.065156822150552,-41.85868921438424
9595902,35118,-19.15805233645516,-42.24094710428658
9596378,35125,-18.974909198749728,-41.6389690832076
9596849,35189,-19.057197505541836,-42.71664165365761
9597936,35195,-19.31444373865911,-42.505932857865226
9598100,35146,-19.337351436535982,-42.159707063464
9598304,35145,-19.23244374344605,-42.09912380012279
9598439,35196,-19.30993956751607,-42.375444400049226
9599178,35193,-19.43122405832373,-42.25829965262412
9600051,35183,-19.57434579525786,-42.67627161216655
9601699,35172,-19.474892209624144,-42.64423939660119
9616681,35188,-19.56294235615008,-42.70815844188607
9719380,35290,-18.770099240376577,-41.003344327705264
9719391,35222,-19.414224426621665,-41.24952768357386
9719392,35200,-19.49473402796823,-41.07024195222019
9719402,35240,-19.07527015963293,-41.53085191278982
9719458,35270,-18.661109292895866,-41.40601459012222
9719463,35230,-19.17685879412161,-41.26254261176845
9719488,35280,-18.564185999999943,-41.23820149999997
9719510,35277,-18.72175326815486,-41.16411262482691
9719533,35248,-18.98372585054752,-41.22304202932259
9719535,35265,-18.780341147523888,-41.48022732768902
9719593,35225,-19.35827466024913,-41.37968932269562
9719847,35249,-19.419939705930005,-41.72833903675876
9719915,35267,-18.65745326180753,-48.180883028711655
9720016,35220,-19.397724600048488,-41.22559570804024
9720608,35275,-18.589660548548963,-41.48861628319123
9721006,35238,-19.097499999999968,-41.03221999999994
9725285,35365,-20.30145749999999,-42.47811225
9725290,35338,-19.63724698139444,-42.10762849313846
9725293,35367,-20.28244511155565,-42.33920230324944
9725297,35300,-19.79022694508355,-42.14210229958086
9725351,35330,-19.51279414573376,-42.12905013627184
9725520,35302,-19.781678676979872,-42.12529021107859
9725802,35380,-20.35188449999999,-42.74616824999999
9725803,35360,-20.17512881923325,-42.52697233250253
9725864,35326,-19.87505620623293,-42.1339514729239
9726214,35350,-20.09954563846855,-42.449282552721314
9726226,35304,-19.76940892916495,-42.13623158474306
9726337,35370,-20.22462248291417,-42.64359330418742
9726342,35325,-19.75765428691413,-42.07399263371404
9726349,35323,-19.59525268297388,-41.968048641005
9726356,35368,-20.472110616735527,-42.48541014446874
9726485,35335,-19.529899141913617,-42.01310236752454
9726543,35324,-19.626635594024965,-42.22690931854617
9726699,35340,-19.57747004179166,-42.46687478773504
9727300,35390,-20.452314540235463,-42.66572200714518
9728028,35388,-20.31914005813441,-42.60446246121924
9728045,35359,-20.036837990317192,-42.2662805540354
9728111,35348,-19.72523238284895,-42.4146344343291
9729971,35311,-19.848836615176666,-42.204231050618674
9754391,35470,-20.332201997639725,-44.05431280147764
9754392,35430,-20.415339248383304,-42.89153741877715
9754430,35420,-20.375271220093484,-43.41210118734492
9754463,35450,-20.25779584611288,-43.81183983084434
9754590,35400,-20.38523748903572,-43.50551302553521
9755241,35460,-20.198222315762948,-44.00961734339785
9755301,35490,-20.74076193278888,-44.05583265923018
9755369,35476,-20.47336703132908,-44.232825807488496
9755586,35411,-20.28905180518193,-43.47553634220103
9755626,35410,-20.3458092223152,-43.6720476530671
9755824,35494,-20.657355257690234,-44.34001700631402
9755989,35488,-20.39595470115597,-44.491159971115245
9755991,35447,-20.283772009388837,-43.04455407287914
9756167,35442,-20.246623928284777,-42.8985458696973
9756381,35424,-20.39645981552617,-43.2746366959329
9756468,35495,-20.62886328313464,-43.95294451205103
9757116,35444,-20.51096008284088,-42.79541064355066
9757653,35438,-20.36377943737353,-43.14662318269655
9757861,35440,-20.16288709946559,-42.96468004087543
9757981,35480,-20.32778901692791,-44.23990763510544
9759051,35473,-20.41043473207754,-44.0298187779761
9760423,35478,-20.39053791001082,-44.33883429124456
9761591,35436,-20.57386059510821,-43.01219447491154
9764529,35498,-20.534054341121017,-43.986023888953135
9776538,35437,-20.489414857024457,-43.19909444600368
9777268,35485,-20.29001431877884,-44.33570966894638
9816509,35431,-20.418775142217832,-42.924261069585455
9837386,35540,-20.707432880919285,-44.83297587464295
9837408,35500,-20.146615317146374,-44.892591683425806
9837489,35570,-20.474084262411907,-45.424321458052006
9837553,35560,-20.09237458645483,-45.30021165360361
9837567,35595,-19.788461463692027,-45.68230769882963
9837731,35501,-20.15825132557966,-44.88243792415554
9837757,35534,-20.54179405862868,-44.63838029574459
9837950,35519,-19.870118049590708,-45.00569489878337
9837999,35588,-20.2892027953416,-45.54189584918567
9838073,35590,-20.022568491315106,-45.54469897672237
9838110,35502,-20.147537126559413,-44.90712481034317
9838489,35505,-20.10557793858407,-44.97569538783192
9838865,35545,-19.956996833557923,-45.07394912215463
9838949,35585,-20.478120840408064,-45.80176497796169
9839162,35544,-19.988705365546103,-44.850907759667976
9839410,35582,-20.37082066773133,-45.65992239334844
9839940,35550,-20.470582431981004,-45.10871624130097
9840489,35541,-20.76688848221013,-44.575446902888224
9840643,35547,-20.560695251372668,-44.86750449963131
9841111,35557,-20.18523031987543,-44.773348626815135
9842835,35555,-20.627535491369123,-45.15422508189638
9842836,35536,-20.509312123932357,-44.48008798791571
9843031,35543,-20.70646928534441,-44.98813492280711
9843506,35530,-20.43773362250285,-44.75914024487753
9860979,35565,-20.269784999999946,-45.20721049999997
9862171,35537,-20.65039822877635,-44.489004161792096
9867417,35503,-20.16611540635133,-44.86848016347985
9875312,35568,-20.448014750047832,-45.5531152584501
9883615,35580,-20.13967910227216,-45.50258689539273
9983574,35660,-19.84716972915744,-44.60195651841526
9983595,35680,-20.08212660423176,-44.5732983518722
9983638,35667,-19.62716941891846,-44.66317014596649
9983639,35675,-19.964135347012707,-44.34739541302245
9983643,35681,-20.091564376116075,-44.61497643457543
9983656,35620,-19.16050583709177,-45.45377571289521
9983668,35666,-19.51393131649572,-44.6739757258171
9983672,35600,-19.74074058834445,-45.25452490731858
9983710,35606,-19.327343803022845,-45.23885769810973
9983742,35669,-19.44022546096705,-44.752428646173385
9983802,35628,-18.608209746557023,-45.354469230692665
9983953,35661,-19.86043877469569,-44.59797225430084
9984006,35604,-19.85046394071865,-45.41180722496183
9984049,35613,-19.524552700629933,-45.77688670062993
9984191,35670,-19.984572714049783,-44.4048179930132
9984292,35650,-19.68475338758687,-44.88441675374985
9984378,35603,-19.948863062600463,-45.1703970166306
9984582,35640,-19.22368752690102,-45.01337567053801
9984804,35668,-19.7534115,-44.89628400000001
9985025,35690,-19.887875859874217,-44.43538917946817
9985825,35685,-20.20343397395251,-44.42951949880914
9986290,35672,-20.00856971949226,-44.47163294541143
9986577,35695,-19.95637361152872,-44.70921564142246
9986684,35622,-18.898468696689665,-45.53461709835739
9987651,35610,-19.46290665413787,-45.60551787600606
9992834,35657,-19.7132270564844,-45.02829771893357
9998784,35624,-19.14920546086413,-45.7137032673222
10011041,35623,-18.877925536018072,-45.41273035413269
